Level,Category,Sentence
B1,MODALITY/must,Everyone must follow the rules of the game.
B1,MODALITY/must,I must apologize for my mistake.
B1,MODALITY/must,You must take care of your health.
B1,MODALITY/must,She must study hard for the exam.
B1,MODALITY/must,This club has been opened for just two weeks. I mean we must see it.
B1,MODALITY/must,"We must do that again, don't you think?!"
B1,MODALITY/must,Rome is really fantastic and you must go there!
B1,MODALITY/must,You must try the new restaurant downtown; the food is amazing.
B1,MODALITY/must,We must attend the concert this weekend; it's going to be incredible.
B1,MODALITY/must,You must read this book; it's a real page-turner.
B1,MODALITY/must,We must visit the museum; it has an amazing collection.
B1,MODALITY/must,You must watch this movie; it's a classic.
B1,MODALITY/must,We must go hiking this weekend; the weather is perfect.
B1,MODALITY/must,You must try the local cuisine; it's delicious.
B2,MODALITY/must,"When I realized that he must have forgotten, I called him up."
B2,MODALITY/must,We had lots of fun learning how to ski. It was pretty hard at the beginning. I must have fallen about fifty times.
B2,MODALITY/must,She must have left early because her car was gone when I arrived.
B2,MODALITY/must,He must have studied hard for the exam; he got an A.
B2,MODALITY/must,They must have been really tired after that long hike.
B2,MODALITY/must,The restaurant must have closed early because it was empty when we got there.
B2,MODALITY/must,She must have missed the bus because she was late to the meeting.
B2,MODALITY/must,He must have lost his keys because he couldn't find them anywhere.
B2,MODALITY/must,They must have had a great time at the party; they were still talking about it the next day.
B2,MODALITY/must,She must have changed her mind because she didn't show up for the appointment.
B2,MODALITY/must,Must I inform the school about my absence in advance?
B2,MODALITY/must,Can I bring a friend to the party or must I come alone?
B2,MODALITY/must,How many hours must I work to get the full-time benefits?
B2,MODALITY/must,Must I pay the fee before the deadline or is there a grace period?
B2,MODALITY/must,Is there a dress code for the event or must I wear formal attire?
B2,MODALITY/must,Must I submit my project by Friday or can I extend the deadline?
B2,MODALITY/must,Can I use my phone during the exam or must I turn it off?
B2,MODALITY/must,How many pages must my essay be to meet the requirements?
B2,MODALITY/must,Must I attend the meeting in person or can I join virtually?
B2,MODALITY/must,Is it necessary to book tickets in advance or must I wait until the day of the event?
B2,MODALITY/must,"To sum up, we must all act immediately because the existence of humanity may be in danger."
B2,MODALITY/must,"But there is one, just one thing we must never forget: we have to be authentic."
B2,MODALITY/must,In addition I must strongly recommend you add something about nightlife.
B2,MODALITY/must,We must first understand the problem before we can propose a solution.
B2,MODALITY/must,You must always be prepared for unexpected challenges in life.
B2,MODALITY/must,He must really love her to go to such lengths for her.
B2,MODALITY/must,They must completely rethink their strategy if they want to succeed.
B2,MODALITY/must,"She must never reveal the secret to anyone, no matter what."
B2,MODALITY/must,We must entirely focus on our goals to achieve them.
B2,MODALITY/must,He must simply apologize and move on with his life.
B2,MODALITY/must,"On the other hand, you must admit that not all ready-made meals taste really good and often they are not as healthy as fresh ones."
B2,MODALITY/must,"However, I must admit that I completely agree with Chris and consider the mountain road too daring to try."
B2,MODALITY/must,"You must admit that the new design is quite innovative, even if it takes some getting used to."
B2,MODALITY/must,I must admit that the presentation was more engaging than I expected.
B2,MODALITY/must,You must admit that the team's performance has improved significantly over the past few months.
B2,MODALITY/must,"I must admit that the movie was better than I anticipated, despite the mixed reviews."
B2,MODALITY/must,You must admit that the argument for stricter regulations is quite compelling.
B2,MODALITY/must,"I must admit that the new policy has made things more efficient, even if it was a bit disruptive at first."
B2,MODALITY/must,You must admit that the chef's creativity in the kitchen is truly impressive.
B2,MODALITY/must,"I must admit that the customer service was surprisingly good, considering the negative feedback I had heard."
B2,MODALITY/must,She must have been really upset to leave so suddenly.
B2,MODALITY/must,They must have forgotten to lock the door when they left.
B2,MODALITY/must,He must have been exhausted after running that marathon.
B2,MODALITY/must,She must have known about the surprise party beforehand.
B2,MODALITY/must,They must have been really busy to cancel our meeting.
B2,MODALITY/must,He must have been nervous to speak in front of such a large audience.
B2,MODALITY/must,She must have been really happy to receive that promotion.
B2,MODALITY/must,They must have been really surprised to see us at their doorstep.
B2,MODALITY/must,"I must say, your presentation was absolutely outstanding."
B2,MODALITY/must,"I must say, the food at this restaurant is simply delicious."
B2,MODALITY/must,"I must say, your new hairstyle looks fantastic on you."
B2,MODALITY/must,"I must say, the service here is exceptionally good."
B2,MODALITY/must,"I must say, your garden is a true masterpiece."
B2,MODALITY/must,"I must say, the performance last night was mesmerizing."
B2,MODALITY/must,"I must say, your dedication to this project is truly impressive."
B2,MODALITY/must,"I must say, the view from this hotel room is breathtaking."
B2,MODALITY/must,"I must say, your outfit today is absolutely stunning."
B2,MODALITY/must,"I must say, the quality of your work is outstanding."
B2,MODALITY/must,Must I submit the report by Friday or can it be done next week?
B2,MODALITY/must,"Do I have to wear a suit to the interview, or is business casual acceptable?"
B2,MODALITY/must,"Is it necessary to book the hotel in advance, or can I do it when I arrive?"
B2,MODALITY/must,"Must I attend the meeting tomorrow, or can I send a representative?"
B2,MODALITY/must,"Do I need to provide a passport for identification, or will a driver's license suffice?"
B2,MODALITY/must,"Is it mandatory to take the entrance exam, or can I be exempted based on my previous qualifications?"
B2,MODALITY/must,"Must I notify the office if I'm going to be late, or is it okay to just show up later?"
B2,MODALITY/must,"Do I have to finish the project by the end of the month, or can I extend the deadline?"
B2,MODALITY/must,"Is it required to attend the orientation session, or can I skip it if I've been here before?"
B2,MODALITY/must,You must not smoke in the building.
B2,MODALITY/must,You must not park your car here.
B2,MODALITY/must,You must not enter the restricted area.
B2,MODALITY/must,You must not use your phone during the meeting.
B2,MODALITY/must,You must not feed the animals in the park.
B2,MODALITY/must,You must not leave your belongings unattended.
B2,MODALITY/must,You must not take pictures without permission.
B2,MODALITY/must,You must not litter in the park.
B2,MODALITY/must,You must not wear shoes inside the house.
B2,MODALITY/must,You must not speak loudly in the library.
C2,MODALITY/must,Must have been a long day.
C2,MODALITY/must,Must have been a mistake.
C2,MODALITY/must,Must have been a prank.
C2,MODALITY/must,Must have been a tough decision.
C2,MODALITY/must,Must have been a wild party.
C2,MODALITY/must,Must have been a busy week.
C2,MODALITY/must,Must have been a difficult journey.
C2,MODALITY/must,Must have been a stressful meeting.
C2,MODALITY/must,Must have been a great performance.
C2,MODALITY/must,Must have been a confusing situation.
C2,MODALITY/must,"Not only must she be punctual, but she must also be prepared."
C2,MODALITY/must,Never must he forget the lessons of the past.
C2,MODALITY/must,Nor must they compromise on the quality of the product.
C2,MODALITY/must,"Not only must we respect others, but we must also respect ourselves."
C2,MODALITY/must,Never must the truth be hidden from the public.
C2,MODALITY/must,Nor must the importance of education be underestimated.
C2,MODALITY/must,"Not only must the project be completed on time, but it must also be done with precision."
C2,MODALITY/must,Never must the sacrifices of our ancestors be forgotten.
C2,MODALITY/must,Nor must the rights of individuals be disregarded.
C2,MODALITY/must,"Not only must the regulations be followed, but they must also be enforced strictly."
C2,MODALITY/must,"She must not have been easy to deal with, considering the difficult circumstances she was in."
C2,MODALITY/must,"He must not have been easy to convince, given his strong beliefs on the matter."
C2,MODALITY/must,It must not have been easy for them to leave their home and start anew in a foreign country.
C2,MODALITY/must,"The project must not have been easy to complete, judging by the amount of time it took."
C2,MODALITY/must,"She must not have been easy to work with, as there were constant conflicts among the team."
C2,MODALITY/must,It must not have been easy for him to take on such a demanding role at such a young age.
C2,MODALITY/must,"The journey must not have been easy, considering the harsh weather conditions they faced."
C2,MODALITY/must,"He must not have been easy to persuade, as he remained firm in his decision despite all efforts."
C2,MODALITY/must,It must not have been easy for her to balance work and family life with such a busy schedule.
C2,MODALITY/must,"The task must not have been easy, as it required a high level of skill and expertise."
C2,MODALITY/must,There must certainly be other solutions to the problem of the need for space for new houses.
C2,MODALITY/must,Our team must absolutely prioritize the safety of all participants during the event.
C2,MODALITY/must,You must definitely consider the environmental impact of your business decisions.
C2,MODALITY/must,She must completely understand the consequences of her actions before proceeding.
C2,MODALITY/must,The committee must entirely focus on the long-term goals of the project.
C2,MODALITY/must,We must fully support the initiatives aimed at reducing carbon emissions.
C2,MODALITY/must,He must genuinely believe in the mission of the organization to be effective.
C2,MODALITY/must,They must clearly communicate their expectations to avoid misunderstandings.
C2,MODALITY/must,The proposal must precisely outline the steps needed to achieve the objectives.
C2,MODALITY/must,We must consistently adhere to the guidelines to maintain high standards.
B2,MODALITY/need,You needn't buy a new computer if your old one still works fine.
B2,MODALITY/need,You needn't attend the meeting if you have other important tasks.
B2,MODALITY/need,You needn't explain the situation again; I already understand.
B2,MODALITY/need,You needn't worry about the cost; it's already covered.
B2,MODALITY/need,You needn't bring a gift; your presence is enough.
B2,MODALITY/need,You needn't hurry; we have plenty of time.
B2,MODALITY/need,You needn't apologize; it was not your fault.
B2,MODALITY/need,You needn't wait for me; I'll catch up later.
B2,MODALITY/need,You needn't finish the report today; you can do it tomorrow.
B2,MODALITY/need,You needn't stress over the details; just focus on the main points.
B2,MODALITY/need,You needn't attend the meeting if you have other important work to do.
B2,MODALITY/need,She needn't bring her umbrella since it's not supposed to rain today.
B2,MODALITY/need,We needn't hurry; there's plenty of time before the movie starts.
B2,MODALITY/need,You needn't worry about the presentation; it's already been prepared.
B2,MODALITY/need,They needn't come early; the event doesn't start until 7 PM.
B2,MODALITY/need,We needn't bring snacks; there will be plenty provided.
B2,MODALITY/need,You needn't worry about the details; I'll take care of everything.
B2,MODALITY/need,He needn't bring his laptop; we'll be using the conference room computers.
B2,MODALITY/need,We needn't rush; the train leaves in two hours.
B2,MODALITY/need,You needn't worry about the cost; it's already covered.
C1,MODALITY/need,You needn't have waited for me.
C1,MODALITY/need,She needn't have worried about the exam.
C1,MODALITY/need,We needn't have booked the tickets in advance.
C1,MODALITY/need,He needn't have cooked such a big meal.
C1,MODALITY/need,They needn't have sent the invitation so early.
C1,MODALITY/need,I needn't have packed so many clothes.
C1,MODALITY/need,You needn't have called me so late.
C1,MODALITY/need,She needn't have driven all the way here.
C1,MODALITY/need,We needn't have brought so much food.
C2,MODALITY/need,Need you ask?
C2,MODALITY/need,Need I remind you of the consequences?
C2,MODALITY/need,Need I elaborate on this matter?
C2,MODALITY/need,Need I explain why this is important?
C2,MODALITY/need,Need you tell me how to do my job?
C2,MODALITY/need,Need I justify my actions to you?
C2,MODALITY/need,Need I spell it out for you?
C2,MODALITY/need,Need I make it any clearer?
C2,MODALITY/need,Need I go over this again?
C2,MODALITY/need,Need I stress the urgency of this situation?
C2,MODALITY/need,Need I remind you of the consequences?
C2,MODALITY/need,Need you be so pessimistic?
C2,MODALITY/need,Need I explain the obvious?
C2,MODALITY/need,Need you always be right?
C2,MODALITY/need,Need I spell it out for you?
C2,MODALITY/need,Need you take everything so personally?
C2,MODALITY/need,Need I say more?
C2,MODALITY/need,Need you doubt my intentions?
B1,MODALITY/ought,I think we ought to have a meeting to discuss this issue.
B1,MODALITY/ought,You ought to try the new restaurant downtown.
B1,MODALITY/ought,She ought to be more careful with her belongings.
B1,MODALITY/ought,We ought to finish this project by the end of the week.
B1,MODALITY/ought,He ought to apologize for his behavior.
B1,MODALITY/ought,They ought to consider the consequences before making a decision.
B1,MODALITY/ought,I ought to call my parents more often.
B1,MODALITY/ought,You ought to take a break and relax.
B1,MODALITY/ought,She ought to be proud of her achievements.
B1,MODALITY/ought,We ought to plan our trip in advance.
B1,MODALITY/ought,You ought to study harder if you want to pass the exam.
B1,MODALITY/ought,You ought to call your grandmother on her birthday.
B1,MODALITY/ought,You ought to wear a jacket; it's getting cold outside.
B1,MODALITY/ought,You ought to try that new restaurant downtown.
B1,MODALITY/ought,You ought to take a break and rest for a while.
B1,MODALITY/ought,You ought to apologize to your friend for being late.
B1,MODALITY/ought,You ought to save some money for your future.
B1,MODALITY/ought,You ought to drink more water to stay hydrated.
B1,MODALITY/ought,You ought to read that book; it's really interesting.
B1,MODALITY/ought,You ought to exercise regularly to stay healthy.
B2,MODALITY/ought,Otherwise some students would not get as much specialised help as they ought to.
B2,MODALITY/ought,We should ensure that everyone has access to the resources they ought to.
B2,MODALITY/ought,She didn't receive the support she ought to.
B2,MODALITY/ought,The team didn't perform as well as they ought to.
B2,MODALITY/ought,He didn't take the time he ought to.
B2,MODALITY/ought,They didn't provide the care that the patients ought to.
B2,MODALITY/ought,The project didn't meet the standards it ought to.
B2,MODALITY/ought,You didn't finish the task as quickly as you ought to.
B2,MODALITY/ought,The company didn't invest in the training its employees ought to.
B2,MODALITY/ought,The report didn't include all the details it ought to.
B2,MODALITY/ought,We ought to reduce our carbon footprint by using public transportation more often.
B2,MODALITY/ought,Children ought to learn about the importance of recycling from a young age.
B2,MODALITY/ought,Employees ought to be given the opportunity to work from home at least once a week.
B2,MODALITY/ought,Governments ought to invest more in renewable energy sources.
B2,MODALITY/ought,People ought to be more considerate of their neighbors by keeping noise levels down.
B2,MODALITY/ought,Students ought to take advantage of the resources available at their school library.
B2,MODALITY/ought,Companies ought to prioritize employee well-being by offering mental health support.
B2,MODALITY/ought,Communities ought to come together to support local businesses during tough times.
B2,MODALITY/ought,Consumers ought to be more aware of the environmental impact of their purchases.
B2,MODALITY/ought,Researchers ought to share their findings openly to advance scientific knowledge.
C1,MODALITY/ought,There ought to be more safety measures in place at the construction site.
C1,MODALITY/ought,"The restaurant had poor service, so there ought to be a review of the staff training."
C1,MODALITY/ought,"The park is always crowded, there ought to be more benches for people to sit on."
C1,MODALITY/ought,"The school library is outdated, there ought to be more funding for new books and resources."
C1,MODALITY/ought,"The traffic in the city is terrible, there ought to be better public transportation options."
C1,MODALITY/ought,"The office is too noisy, there ought to be more soundproofing to improve concentration."
C1,MODALITY/ought,"The museum lacks interactive exhibits, there ought to be more hands-on activities for visitors."
C1,MODALITY/ought,"The gym has limited equipment, there ought to be more variety to cater to different fitness levels."
C1,MODALITY/ought,"The neighborhood is unsafe at night, there ought to be more streetlights and security patrols."
C1,MODALITY/ought,"The conference room is too small, there ought to be a larger space for future meetings."
C1,MODALITY/ought,You really ought to take some time to consider the long-term consequences of your decision.
C1,MODALITY/ought,We really ought to address the issue of climate change before it's too late.
C1,MODALITY/ought,She really ought to apologize for her rude behavior at the meeting.
C1,MODALITY/ought,They really ought to invest more in renewable energy sources.
C1,MODALITY/ought,I really ought to finish this project before the deadline.
C1,MODALITY/ought,He really ought to consult a doctor about his persistent headaches.
C1,MODALITY/ought,You really ought to read the terms and conditions before signing the contract.
C1,MODALITY/ought,We really ought to plan a family vacation soon.
C1,MODALITY/ought,She really ought to practice more if she wants to improve her skills.
C1,MODALITY/ought,They really ought to consider the impact of their actions on the community.
C1,MODALITY/ought,The project team ought to have considered the environmental impact before starting construction.
C1,MODALITY/ought,The company ought to have provided more training for the new employees.
C1,MODALITY/ought,You ought to have warned me about the traffic on this route.
C1,MODALITY/ought,She ought to have taken her medication before the flight.
C1,MODALITY/ought,The committee ought to have reviewed the proposal more thoroughly.
C1,MODALITY/ought,They ought to have informed us about the changes in the schedule.
C1,MODALITY/ought,I ought to have saved more money for this trip.
C1,MODALITY/ought,The teacher ought to have given us more time to complete the assignment.
C1,MODALITY/ought,The manager ought to have addressed the issue with the staff earlier.
C1,MODALITY/ought,We ought to have checked the weather forecast before planning the outdoor event.
C1,MODALITY/ought,"The weather forecast predicts heavy rain, so you ought to bring an umbrella."
C1,MODALITY/ought,"Given the current economic situation, it ought to be clear that investing in renewable energy is a wise choice."
C1,MODALITY/ought,"With the deadline approaching, you ought to prioritize finishing your project."
C1,MODALITY/ought,"Considering the high crime rate in the area, you ought to be cautious when walking alone at night."
C1,MODALITY/ought,"The doctor advised that, due to your condition, you ought to avoid strenuous activities."
C1,MODALITY/ought,"Given the evidence presented, it ought to be obvious that the defendant is innocent."
C1,MODALITY/ought,"With the exam just a week away, you ought to start studying immediately."
C1,MODALITY/ought,The research indicates that a balanced diet ought to include a variety of fruits and vegetables.
C1,MODALITY/ought,"Considering the recent developments, it ought to be clear that the company needs to reevaluate its strategy."
C1,MODALITY/ought,"Given the complexity of the task, you ought to seek assistance from a professional."
C2,MODALITY/ought,they oughtn't forget to lock the door when they leave.
C2,MODALITY/ought,you oughtn't be so hard on yourself; everyone makes mistakes.
C2,MODALITY/ought,we oughtn't ignore the warning signs; it could be dangerous.
C2,MODALITY/ought,she oughtn't assume that everything will go smoothly.
C2,MODALITY/ought,he oughtn't take the risk; it's not worth the potential consequences.
C2,MODALITY/ought,they oughtn't rush into decisions without careful consideration.
C2,MODALITY/ought,you oughtn't neglect your health; it's the most important thing.
C2,MODALITY/ought,we oughtn't dismiss their concerns; they might be valid.
C2,MODALITY/ought,she oughtn't be so quick to judge others; everyone has their own story.
C2,MODALITY/ought,he oughtn't underestimate the competition; it's tougher than it looks.
C2,MODALITY/ought,You ought not to believe everything you read on the internet.
C2,MODALITY/ought,They ought not to have left the door unlocked.
C2,MODALITY/ought,We ought not to ignore the warning signs.
C2,MODALITY/ought,She ought not to be spending so much money on clothes.
C2,MODALITY/ought,He ought not to have said those things about his colleagues.
C2,MODALITY/ought,It ought not to be this difficult to find a good job.
C2,MODALITY/ought,They ought not to have ignored the doctor's advice.
C2,MODALITY/ought,We ought not to be wasting time on trivial matters.
C2,MODALITY/ought,She ought not to have taken the risk without consulting anyone.
C2,MODALITY/ought,He ought not to be blaming others for his own mistakes.
C2,MODALITY/ought,Ought we not to consider the consequences before making such a decision?
C2,MODALITY/ought,Ought he not to apologize for his behavior?
C2,MODALITY/ought,Ought they not to take responsibility for their actions?
C2,MODALITY/ought,Ought she not to be more careful with her words?
C2,MODALITY/ought,Ought we not to address the issue at hand?
C2,MODALITY/ought,Ought he not to understand the gravity of the situation?
C2,MODALITY/ought,Ought they not to prioritize the well-being of the community?
C2,MODALITY/ought,Ought she not to be held accountable for her mistakes?
C2,MODALITY/ought,Ought we not to reflect on the implications of our choices?
A2,MODALITY/shall,We shall meet at the park at 3 o'clock.
A2,MODALITY/shall,They shall arrive at the airport by 10 o'clock.
A2,MODALITY/shall,I shall call you later this afternoon.
A2,MODALITY/shall,She shall bring her lunch to work tomorrow.
A2,MODALITY/shall,He shall finish his homework before dinner.
A2,MODALITY/shall,We shall celebrate your birthday next week.
A2,MODALITY/shall,I shall visit my grandparents this weekend.
A2,MODALITY/shall,They shall complete the project by Friday.
A2,MODALITY/shall,Shall we go for a walk after dinner?
A2,MODALITY/shall,What shall we do this weekend?
A2,MODALITY/shall,Shall I call you when I arrive?
A2,MODALITY/shall,Shall we have pizza for lunch?
A2,MODALITY/shall,What shall we watch on TV tonight?
A2,MODALITY/shall,Shall we start the meeting now?
A2,MODALITY/shall,Shall I bring a dessert to the potluck?
A2,MODALITY/shall,What shall we do about the broken window?
A2,MODALITY/shall,Shall we take the bus or walk to the museum?
A2,MODALITY/shall,Shall I help you with the groceries?
A2,MODALITY/shall,Shall I make you a cup of tea?
A2,MODALITY/shall,Shall I help you carry those bags?
A2,MODALITY/shall,Shall I call a taxi for you?
A2,MODALITY/shall,Shall I book a table for dinner?
A2,MODALITY/shall,Shall I pick you up from the station?
A2,MODALITY/shall,Shall I bring you some water?
A2,MODALITY/shall,Shall I lend you my umbrella?
A2,MODALITY/shall,Shall I show you the way to the park?
A2,MODALITY/shall,Shall we go for a walk in the park this afternoon?
A2,MODALITY/shall,Shall we have a picnic by the lake tomorrow?
A2,MODALITY/shall,Shall we watch a movie at home tonight?
A2,MODALITY/shall,Shall we visit the museum next weekend?
A2,MODALITY/shall,Shall we try that new Italian restaurant tonight?
A2,MODALITY/shall,Shall we go shopping this Saturday?
A2,MODALITY/shall,Shall we have dinner at my place tomorrow?
A2,MODALITY/shall,Shall we go to the beach this Sunday?
B1,MODALITY/shall,I promise that I shall complete the project by the end of the week.
B1,MODALITY/shall,We shall hold the meeting at the conference room at 10 AM.
B1,MODALITY/shall,I shall be arriving at the airport by 9 PM tonight.
B1,MODALITY/shall,The company shall announce the new policy next Monday.
B1,MODALITY/shall,I shall send you the report as soon as it is finished.
B1,MODALITY/shall,We shall celebrate our anniversary at the new restaurant downtown.
B1,MODALITY/shall,I shall attend the seminar on Friday and provide a summary afterwards.
B1,MODALITY/shall,The committee shall review the proposals and make a decision by next week.
B1,MODALITY/shall,I shall call you as soon as I arrive at the hotel.
B1,MODALITY/shall,We shall finalize the contract during our next meeting.
B1,MODALITY/shall,What shall I do if I lose my passport?
B1,MODALITY/shall,Shall I tell her the truth or keep it a secret?
B1,MODALITY/shall,I'm not sure which dress to wear. What shall I choose?
B1,MODALITY/shall,Shall I call the doctor or wait and see if it gets better?
B1,MODALITY/shall,What shall I cook for dinner tonight?
B1,MODALITY/shall,Shall I apply for this job or wait for another opportunity?
B1,MODALITY/shall,What shall I do to prepare for the interview?
B1,MODALITY/shall,Shall I take the bus or walk to the meeting?
C1,MODALITY/shall,"This way, students shall not die of boredom or feel that their stay was useless."
C1,MODALITY/shall,"Secondly, supplier contracts shall not be omitted."
C1,MODALITY/shall,"This is, as I mentioned in my letter, only in the event I shall not be able to pick you up at the airport."
C1,MODALITY/shall,The company shall not be held responsible for any damages caused by natural disasters.
C1,MODALITY/shall,Employees shall not use their personal devices for work-related tasks.
C1,MODALITY/shall,All documents shall not be shared with unauthorized personnel.
C1,MODALITY/shall,The project shall not proceed without the approval of the board.
C1,MODALITY/shall,Participants shall not bring outside food to the event.
C1,MODALITY/shall,The agreement shall not be binding if signed under duress.
C1,MODALITY/shall,The product shall not be sold to customers under the age of 18.
C1,MODALITY/shall,All employees shall report to the conference room by 9:00 AM for the mandatory safety briefing.
C1,MODALITY/shall,The board has decreed that all financial reports shall be submitted by the end of the month.
C1,MODALITY/shall,"In accordance with the new regulations, all shipments shall be inspected prior to departure."
C1,MODALITY/shall,It is hereby stated that all documentation shall be provided in triplicate.
C1,MODALITY/shall,The lease agreement stipulates that the tenant shall maintain the property in good condition.
C1,MODALITY/shall,All participants shall adhere to the code of conduct during the conference.
C1,MODALITY/shall,The terms of the contract explicitly state that payment shall be made within 30 days.
C1,MODALITY/shall,All applications shall be reviewed by the committee before any decisions are made.
C1,MODALITY/shall,The policy clearly outlines that all employees shall undergo regular training sessions.
C1,MODALITY/shall,The protocol requires that all samples shall be handled with utmost care.
C2,MODALITY/shall,"If the weather continues to be this bad, we shall have to cancel the event."
C2,MODALITY/shall,"If you don't follow the instructions, you shall face the consequences."
C2,MODALITY/shall,"If the negotiations fail, we shall have to consider other options."
C2,MODALITY/shall,"If you don't study for the exam, you shall fail."
C2,MODALITY/shall,"If the project is not completed on time, we shall lose the contract."
C2,MODALITY/shall,"If you don't apologize, you shall not be forgiven."
C2,MODALITY/shall,"If the situation doesn't improve, we shall have to take drastic measures."
C2,MODALITY/shall,"If you don't comply with the rules, you shall be expelled."
C2,MODALITY/shall,"As a result, our town shall have financial benefits, as people visiting the library will visit the city’s shops for their needs."
C2,MODALITY/shall,We shall probably have several years more to live.
C2,MODALITY/shall,The new policy shall bring about significant changes in the education system.
C2,MODALITY/shall,"By this time next year, the economy shall be in a much better state."
C2,MODALITY/shall,"If we invest wisely, our company shall grow exponentially."
C2,MODALITY/shall,"With the advancements in technology, we shall see more efficient healthcare solutions."
C2,MODALITY/shall,The peace talks shall lead to a lasting resolution in the region.
C2,MODALITY/shall,"By the end of the decade, renewable energy shall dominate the market."
C2,MODALITY/shall,"With proper planning, our community shall become a model for sustainable living."
C2,MODALITY/shall,The scientific breakthroughs shall revolutionize the way we understand the universe.
A2,MODALITY/should,You should come at 6 o'clock.
A2,MODALITY/should,Someday we should go there together.
A2,MODALITY/should,We should buy 2 tickets.
A2,MODALITY/should,You should try this restaurant.
A2,MODALITY/should,They should arrive soon.
A2,MODALITY/should,We should finish this project.
A2,MODALITY/should,You should wear a jacket today.
A2,MODALITY/should,She should call her friend.
A2,MODALITY/should,We should visit the museum next week.
A2,MODALITY/should,You should read this book.
A2,MODALITY/should,You shouldn't go out in the rain without an umbrella.
A2,MODALITY/should,She shouldn't eat too much junk food.
A2,MODALITY/should,They should not forget to bring their homework.
A2,MODALITY/should,We shouldn't leave the lights on when we leave the room.
A2,MODALITY/should,He should not drive so fast in this weather.
A2,MODALITY/should,You should not talk during the movie.
A2,MODALITY/should,I think they should not play in the street.
A2,MODALITY/should,It is important that you should not touch the hot stove.
A2,MODALITY/should,She should not be late for her appointment.
A2,MODALITY/should,They should not swim in the ocean alone.
A2,MODALITY/should,Should we bring our own food?
A2,MODALITY/should,Should I call a taxi?
A2,MODALITY/should,Should we wait for them?
A2,MODALITY/should,Should I bring a gift?
A2,MODALITY/should,Should we take the bus?
A2,MODALITY/should,Should I ask for directions?
A2,MODALITY/should,Should we go early?
A2,MODALITY/should,Should I bring an umbrella?
A2,MODALITY/should,Should we book a hotel?
A2,MODALITY/should,Should I prepare something to eat?
A2,MODALITY/should,"You should wear a coat, it's very cold outside."
A2,MODALITY/should,You should study hard for your exams.
A2,MODALITY/should,You should drink more water to stay healthy.
A2,MODALITY/should,You should call your friend to say hello.
A2,MODALITY/should,"You should clean your room, it's very messy."
A2,MODALITY/should,You should eat more vegetables for dinner.
A2,MODALITY/should,You should go to bed early tonight.
A2,MODALITY/should,You should take a break if you're tired.
A2,MODALITY/should,You should listen to your teacher in class.
A2,MODALITY/should,You should wash your hands before eating.
A2,MODALITY/should,We should go to the park after school.
A2,MODALITY/should,You should try this new restaurant.
A2,MODALITY/should,They should call their grandparents more often.
A2,MODALITY/should,I think we should start our homework early.
A2,MODALITY/should,You should wear a jacket; it's cold outside.
A2,MODALITY/should,We should invite our friends to the party.
A2,MODALITY/should,She should ask her teacher for help.
A2,MODALITY/should,You should drink more water every day.
B1,MODALITY/should,"We should go to the new restaurant tonight, shouldn't we?"
B1,MODALITY/should,"You should try the seafood pasta, shouldn't you?"
B1,MODALITY/should,"I should call my mom later, shouldn't I?"
B1,MODALITY/should,"We should take a break now, shouldn't we?"
B1,MODALITY/should,"You should wear a jacket, shouldn't you?"
B1,MODALITY/should,"I should finish this report today, shouldn't I?"
B1,MODALITY/should,"We should invite them to the party, shouldn't we?"
B1,MODALITY/should,"You should read this book, shouldn't you?"
B1,MODALITY/should,You should have called me earlier.
B1,MODALITY/should,We should have left the house by now.
B1,MODALITY/should,They should have finished the project.
B1,MODALITY/should,She should have studied harder for the test.
B1,MODALITY/should,He should have apologized for his mistake.
B1,MODALITY/should,You should have seen the look on her face.
B1,MODALITY/should,I should have known better than to trust him.
B1,MODALITY/should,We should have taken the other route.
B1,MODALITY/should,They should have told us about the change.
B1,MODALITY/should,You should have been more careful.
B1,MODALITY/should,I shouldn't have eaten so much cake last night.
B1,MODALITY/should,She realized she shouldn't have left her keys in the car.
B1,MODALITY/should,They shouldn't have gone to the party without telling anyone.
B1,MODALITY/should,He knew he shouldn't have stayed up so late playing video games.
B1,MODALITY/should,We shouldn't have bought that expensive gadget.
B1,MODALITY/should,You shouldn't have said those things to your boss.
B1,MODALITY/should,I shouldn't have borrowed money from him without asking.
B1,MODALITY/should,They shouldn't have walked home alone so late at night.
B1,MODALITY/should,She shouldn't have forgotten to bring her homework to class.
B1,MODALITY/should,You should drink plenty of water to stay hydrated.
B1,MODALITY/should,Children should play outside every day to stay healthy.
B1,MODALITY/should,We should recycle more to help the environment.
B1,MODALITY/should,Everyone should have access to clean water and sanitation.
B1,MODALITY/should,People should exercise regularly to maintain good health.
B1,MODALITY/should,Students should study hard to achieve good grades.
B1,MODALITY/should,Companies should invest in renewable energy to reduce their carbon footprint.
B1,MODALITY/should,Citizens should vote in elections to have their voices heard.
B1,MODALITY/should,It should be a good day!
B1,MODALITY/should,"The weather is still warm, so we should be able to visit the beaches and go sightseeing in the evenings."
B1,MODALITY/should,You should have received the email by now.
B1,MODALITY/should,They should arrive at the airport by 3 PM.
B1,MODALITY/should,The project should be completed by next week.
B1,MODALITY/should,We should see the results of the survey soon.
B1,MODALITY/should,The train should be here in about ten minutes.
B1,MODALITY/should,She should be home by now.
B1,MODALITY/should,The meeting should start in five minutes.
B1,MODALITY/should,The package should arrive tomorrow morning.
